flux,julian_date
1.001018789311445,1325.2995103986757
0.9994263788480865,1325.300899314947
0.9996070466166276,1325.3022882312182
0.9995673381715694,1325.3036771474892
1.0004479379901814,1325.3050660637605
0.9991606377157741,1325.3064549802646
0.9999502814380136,1325.3078438965356
0.9981779951124257,1325.3092328128066
0.9997680298568492,1325.3106217290779
1.0003489497012188,1325.3120106453491
1.0009400511981674,1325.3133995616201
0.9992709389520469,1325.3147884778912
1.0000492697269763,1325.3161773941627
0.9990391366616646,1325.3175663104344
0.9995412052632833,1325.3189552267056
1.0003322065392,1325.320344142976
0.9998913409825284,1325.3217330592477
1.0000361467080967,1325.323121975519
1.000744337209704,1325.3245108917893
1.000115563598213,1325.3258998080612
1.0000224580418515,1325.3272887243324
1.0000135208134766,1325.3286776406028
0.9999096679571706,1325.3300665568747
0.9999790163241811,1325.3314554731458
1.0001380763633598,1325.3328443894163
0.9994295464733334,1325.3342333056883
1.000828958055583,1325.33562222196
0.9996001457187684,1325.3370111379984
0.9992306648596232,1325.3384000542694
0.9992384707932671,1325.3397889705407
0.9995215207349638,1325.341177886812
0.9995232176770603,1325.342566803083
0.9996949482172264,1325.343955719354
0.9993552204095065,1325.3453446353924
1.0003124088814073,1325.3467335516636
0.9992319092838272,1325.3481224679347
0.9998372650943865,1325.3495113842066
1.0001484842748851,1325.3509003002448
1.0000420294406978,1325.3522892165154
1.0005692127853447,1325.3536781327873
1.0002377434291612,1325.3550670488255
1.001525722480407,1325.356455965096
1.0005267892329321,1325.3578448813678
0.9995447122769493,1325.3592337974062
1.0004641155048348,1325.3606227136765
1.0000638634290062,1325.3620116299483
0.9981259555547997,1325.363400545987
0.9995572696484635,1325.3647894622572
0.9989555339810434,1325.366178378529
0.999998248334608,1325.367567294568
0.9989135629465232,1325.3689562108386
1.0003191966497933,1325.3703451268768
1.0012486684007846,1325.3717340431488
0.9989229526927906,1325.3731229591863
0.9996532034416524,1325.3745118754575
1.00023514145128,1325.3759007914966
0.9999049165193004,1325.3772897077677
0.9992773873320135,1325.3786786238059
1.0003632040148294,1325.380067540077
1.0006417287776022,1325.3814564561155
1.0005115167540637,1325.3828453723866
1.0016477891818822,1325.3842342884248
0.9995430153348528,1325.3856232046967
1.0004264433902923,1325.387012120735
0.9992410727711484,1325.3884010367726
1.000470111366909,1325.3897899530446
1.0000958790698935,1325.3911788690828
0.9996794494794117,1325.3925677853533
1.000447598601762,1325.3939567013924
0.9988188735775384,1325.3953456174306
0.9991201373644043,1325.3967345337012
1.0003622989790446,1325.3981234497403
0.9991150465381148,1325.3995123657785
0.9996578417500496,1325.400901282049
0.9995700532789238,1325.402290198088
1.0001432803191226,1325.4036791141268
0.9997516260832496,1325.4050680301646
0.9996478863564168,1325.4064569464356
1.0003429538391444,1325.4078458624747
1.0003125220108804,1325.4092347785124
0.9997852255367604,1325.4106236945506
0.9992755772604439,1325.4120126108226
0.9999046902603542,1325.4134015268608
0.999597430611414,1325.4147904428992
0.999052033421598,1325.4161793589376
0.9993594062000112,1325.4175682749758
1.000073705693166,1325.418957191014
1.0005625381464318,1325.4203461072855
0.9997311496486185,1325.4217350233243
0.999379543246223,1325.4231239393628
0.9992863245603885,1325.4245128554003
1.000174390924225,1325.4259017714392
0.9995189187570825,1325.4272906874776
1.0002190770660997,1325.428679603515
0.9990917418666561,1325.4300685195542
1.0005982870599315,1325.4314574355926
0.9995094158813421,1325.4328463516301
0.9994814729014864,1325.434235267902
0.9991000003181925,1325.4356241839403
1.0007006692330873,1325.437013099978
1.0002430605143968,1325.438402016017
1.0007830274895042,1325.439790932056
0.9996021820492842,1325.4411798480935
0.9991824717040825,1325.4425687641321
1.0001073051466767,1325.4439576799382
0.9988874300382371,1325.4453465959757
0.9991888069545761,1325.4467355120141
1.000236159616538,1325.448124428053
1.000655304314374,1325.4495133440907
1.0006961440541633,1325.450902260129
1.0014000356357928,1325.452291176168
0.9994339585227843,1325.4536800922062
1.0008186632735308,1325.455069008245
0.9996871422835825,1325.456457924283
0.9994721962846921,1325.4578468403222
0.999224895256495,1325.4592357561276
0.9998542345153515,1325.4606246721653
1.0006839260710685,1325.4620135882042
1.0002947606836037,1325.4634025042426
0.9984566330046716,1325.46479142028
1.0001966774304258,1325.4661803360862
1.0001812918220843,1325.4675692521248
0.9996556922900607,1325.4689581681623
1.0000723481394886,1325.4703470842012
0.9994409725501164,1325.4717360002396
0.999740765653832,1325.4731249160443
1.000118957482406,1325.4745138320834
1.0010562351670411,1325.4759027481225
1.0012001358568248,1325.4772916639272
1.000749088647574,1325.4786805799656
0.9998729008784131,1325.4800694960047
0.9996305775470324,1325.4814584120422
0.99971587716975,1325.4828473278478
1.0003224774045132,1325.4842362438867
0.999653882218491,1325.4856251596914
1.0012899606584662,1325.4870140757298
0.9992151661218084,1325.4884029917687
0.999260983558414,1325.4897919075736
1.0001982612430493,1325.4911808236118
1.0006765726553168,1325.492569739651
0.9990416255100727,1325.4939586554572
0.9991521530052916,1325.4953475714954
1.0003308489855227,1325.4967364873003
0.9988649172730902,1325.4981254033394
0.9993289743717473,1325.4995143191447
1.0003222511455672,1325.5009032351825
0.9991728556988689,1325.5022921512216
1.0017054852131633,1325.503681067027
0.9988638991078322,1325.5050699830647
1.0002189639366266,1325.5064588988707
1.0006058667346294,1325.5078478149092
0.9997234568444476,1325.5092367307138
0.9999844465388898,1325.5106256467527
0.9996431349185465,1325.512014562559
0.9990427568048037,1325.513403478364
0.9994395018669662,1325.514792394402
0.999135636102219,1325.5161813102084
0.9994717437667997,1325.517570226246
1.0005753217768922,1325.5189591420515
1.0002547128501262,1325.5203480580906
0.9995382638969826,1325.5217369738953
0.9999381765843919,1325.5231258897009
1.0001287997465658,1325.52451480574
1.000925004978245,1325.5259037215446
0.9994715175078535,1325.527292637583
0.9999350089591451,1325.528681553389
0.9993999065513811,1325.5300704691947
1.000079362166821,1325.531459385233
0.9997267375991675,1325.5328483010383
0.9998294591607426,1325.5342372168445
0.9989525926147429,1325.5356261328827
0.9996319351007096,1325.5370150486876
0.9988645778846709,1325.538403964494
0.9991115395244486,1325.5397928802993
0.9990592737078764,1325.541181796337
0.9994625802794785,1325.5425707121433
0.9994433482690516,1325.5439596279487
0.9998482386532772,1325.5453485437536
0.9991099557118253,1325.5467374597927
1.000160815387453,1325.5481263755987
0.9999396472675421,1325.5495152914034
1.0000420294406978,1325.550904207209
0.999297071860333,1325.552293123015
1.0010273871514006,1325.5536820390528
1.000435041230248,1325.5550709548581
1.0001752959600099,1325.5564598706644
1.0008761330458658,1325.5578487864693
